name,brand,accords,notes,rating,score,source,url
Nanatopia BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['warm spicy', 81.004280792121], ['rum', 75.337138481885], ['cinnamon', 70.929523544357], ['caramel', 70.404761076115], ['fruity', 70.037378623882], ['fresh spicy', 63.583336233599], ['woody', 61.274283924407], ['tropical', 55.738210420074], ['vanilla', 54.242856645669]]","{'head': ['Rum', 'Cinnamon', 'Nutmeg'], 'heart': ['Banana', 'Caramel', 'Bread'], 'base': ['Tonka Bean', 'Cypriol Oil or Nagarmotha', 'Orcanox™']}",3.65,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Nanatopia-88766.html
Mud BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['vanilla', 100.0], ['sweet', 96.937689371581], ['fruity', 80.312241766025], ['aromatic', 79.655983158226], ['lactonic', 79.218706961004], ['balsamic', 77.249931137607], ['powdery', 77.030948727029], ['woody', 71.562586077992], ['warm spicy', 70.140577657105], ['almond', 69.374827844017]]","{'head': ['Milk', 'Almond'], 'heart': ['Chocolate', 'Plum', 'Turkish Rose'], 'base': ['Vanilla', 'elemi', 'Sandalwood', 'Amber']}",3.7,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Mud-78864.html
Zest Z&T BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['aromatic', 100.0], ['woody', 65.303072826466], ['fresh spicy', 54.469596884049], ['soft spicy', 49.053098496102], ['herbal', 47.916755084299], ['citrus', 47.0453907603], ['warm spicy', 44.242506177826]]","{'head': ['Gin', 'Lemon Verbena', 'Juniper', 'Pink Pepper', 'Guatemalan Cardamom'], 'heart': ['Coriander', 'Clary Sage', 'Black Pepper'], 'base': ['Patchouli', 'elemi', 'Virginia Cedar']}",3.18,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Zest-Z-T-78860.html
Naked Laundry BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['animalic', 100.0], ['aldehydic', 99.134203568433], ['fresh', 70.812532409749], ['sweet', 62.773890386228], ['yellow floral', 56.713763500061], ['amber', 56.590078295551], ['lactonic', 54.48742981889], ['woody', 51.024692227422], ['powdery', 50.839164420658], ['soapy', 50.406266204874]]","{'head': ['Aldehydes', 'Skatole', 'Ambrinol', 'Mandarin'], 'heart': ['Mimosa absolute', 'Caramel', 'Honey'], 'base': ['Milk', 'Tonka Bean', 'Woodsy Notes', 'Amber']}",2.86,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Naked-Laundry-97132.html
Hinoki Shower BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['aromatic', 70.039202640658], ['camphor', 41.372608624581], ['fresh spicy', 41.058844109997], ['tobacco', 40.980352795088]]","{'head': ['Cypress', 'Pine', 'Camphor'], 'heart': ['Cedar', 'Woody Notes', 'Thyme'], 'base': ['Tobacco', 'Moss', 'Vetiver']}",3.54,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Hinoki-Shower-78861.html
DGAF BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['powdery', 100.0], ['citrus', 96.770693468897], ['woody', 91.280220419884], ['musky', 82.964647444604], ['aromatic', 75.052194497264], ['fresh spicy', 73.436997943265], ['violet', 60.68058519927], ['amber', 60.03461523536], ['herbal', 54.141022158407], ['fresh', 53.898715510885]]","{'head': ['Citruses', 'Sage', 'Calabrian bergamot', 'Violet'], 'heart': ['Sandalwood', 'Pepper', 'Bulgarian Rose', 'Incense'], 'base': ['Cashmeran', 'Musk', 'Tonka Bean', 'Amber', 'Balsamic Notes']}",3.7,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/DGAF-81881.html
Cuvee Skin BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['floral', 100.0], ['musky', 82.49982828154], ['woody', 78.124785351925], ['mossy', 62.812306816732], ['sweet', 58.437607324038], ['earthy', 52.968717802789], ['aromatic', 51.328119633798], ['vanilla', 49.14042645053]]","{'head': ['Ambrette', 'Oakmoss'], 'heart': ['Vanilla Orchid', 'Tonka Bean'], 'base': ['White Leather', 'White Woods']}",3.31,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Cuvee-Skin-109044.html
Gold Juice BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['fruity', 100.0], ['sweet', 71.651784842031], ['tropical', 69.592719954671], ['white floral', 55.339286063188], ['floral', 52.488667669643], ['green', 46.629120181317], ['caramel', 45.837224751373]]","{'head': ['Mango', 'Durian', 'Rhubarb'], 'heart': ['White Flowers', 'Solar Notes', 'Osmanthus'], 'base': ['Caramel', 'Almond', 'Guaiac Wood']}",3.95,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Gold-Juice-109045.html
Purple Stain BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['warm spicy', 100.0], ['woody', 93.303179531099], ['oud', 87.923134568033], ['amber', 72.812868001285], ['balsamic', 65.31474146237], ['citrus', 60.564179424045], ['white floral', 54.039182100418], ['sweet', 52.093458944438], ['vanilla', 51.749812653891], ['fresh spicy', 51.292152874425]]","{'head': ['Saffron', 'Cinnamon', 'Mandarin', 'Bark', 'Bergamot', 'Ginger', 'Nutmeg'], 'heart': ['Orange Blossom', 'Vanilla', 'Peru Balsam', 'Caramel'], 'base': ['Oud', 'Akigalawood', 'Labdanum', 'Patchouli', 'Cypriol', 'Ambrofix™', 'Concrete']}",3.8,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Purple-Stain-102810.html
Burnt Roses BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['amber', 100.0], ['rose', 82.127497236107], ['aldehydic', 74.680711916663], ['warm spicy', 74.680711916663], ['fresh spicy', 67.792544494791], ['woody', 67.047538967005], ['ozonic', 65.372230267358], ['balsamic', 57.255103470827], ['fresh', 56.808209152769], ['smoky', 56.063748618053]]","{'head': ['Aldehydes', 'Ozonic notes', 'Black Pepper', 'Salt'], 'heart': ['Bulgarian Rose', 'Lavender', 'Oakmoss', 'Cinnamon'], 'base': ['Incense', 'Olibanum', 'Ambergris', 'Cashmeran', 'Sandalwood', 'Patchouli']}",3.57,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Burnt-Roses-78870.html
FUGAZZI by BORNTOSTANDOUT® BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['musky', 100.0], ['amber', 93.225745981375], ['leather', 79.096587599671], ['warm spicy', 64.645001908052], ['woody', 61.935300300602], ['powdery', 61.225772761052], ['citrus', 53.225545133798], ['lactonic', 50.902943755984], ['fresh spicy', 49.225665642344], ['metallic', 46.774187069433]]","{'head': ['Milk', 'Cumin', 'Grapefruit', 'Incense', 'Mandarin'], 'heart': ['Suede', 'Saffron', 'Guaiac Wood', 'Vetiver'], 'base': ['Ambroxan', 'Musk', 'Vanilla', 'Styrax', 'Moss']}",3.91,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/FUGAZZI-by-BORNTOSTANDOUT-99255.html
Naked Neroli BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['citrus', 100.0], ['white floral', 69.117750020196], ['green', 60.340451396235], ['aromatic', 55.735432719495], ['fresh spicy', 53.62236438686], ['fresh', 44.736813759622]]","{'head': ['Citron', 'Mint', 'Bergamot', 'Mandarin Orange'], 'heart': ['Neroli', 'Petitgrain Paraguay', 'Orange Blossom', 'Tuberose', 'Bulgarian Rose'], 'base': ['Jasmine', 'Musk', 'Basil', 'Guaiac Wood']}",3.84,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Naked-Neroli-78863.html
Pumpkin Apple Cider Bath & Body Works for women,Bath & Body Works,"[['sweet', 100.0], ['caramel', 78.514905572031], ['nutty', 68.118854378024], ['fruity', 60.495161542063], ['vanilla', 57.722803184017], ['cinnamon', 57.722803184017], ['warm spicy', 52.178086467926], ['musky', 50.792102388013], ['powdery', 48.712736069924], ['fresh', 44.554393631965]]","{'head': ['Cinnamon', 'Apple', 'Apple juice'], 'heart': ['Caramel', 'Pecan', 'Jasmine'], 'base': ['Praline', 'Vanilla', 'Musk']}",4.71,0,Fragrantica,https://www.fragrantica.com/perfume/Bath-Body-Works/Pumpkin-Apple-Cider-77811.html
Wrapped In Sugar Bath & Body Works for women,Bath & Body Works,"[['powdery', 100.0], ['sweet', 96.249614426385], ['citrus', 76.35385771345], ['coconut', 75.833432198363], ['vanilla', 65.624787440187], ['white floral', 65.416617234152], ['fruity', 64.999723177918], ['amber', 59.166528255625], ['musky', 59.166528255625], ['fresh', 51.249970340491]]","{'head': ['Coconut', 'Apple', 'Mandarin Orange', 'Martini'], 'heart': ['Coconut', 'Jasmine', 'Heliotrope'], 'base': ['Marshmallow', 'Musk', 'Amber', 'White Wood']}",4.05,0,Fragrantica,https://www.fragrantica.com/perfume/Bath-Body-Works/Wrapped-In-Sugar-52658.html
Mystique Bouquet Afnan for women,Afnan,"[['musky', 100.0], ['citrus', 95.507849867762], ['fruity', 90.117607337798], ['powdery', 72.299814304203], ['floral', 65.954645208486], ['amber', 65.561307748579], ['fresh', 65.486466715435], ['sweet', 64.251308311294], ['white floral', 57.700748410331], ['vanilla', 49.090653311575]]","{'head': ['White Peach', 'Mandarin Orange', 'Bergamot', 'Litchi'], 'heart': ['Peony', 'Orange Blossom', 'Mahonia', 'Vetiver'], 'base': ['Musk', 'Ambroxan', 'Vanilla', 'oak moss']}",4.14,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Mystique-Bouquet-92434.html
Nadhra Afnan for women and men,Afnan,"[['citrus', 100.0], ['floral', 63.114817159664], ['woody', 56.229594249124], ['tuberose', 52.950649537991], ['rose', 52.950649537991], ['white floral', 48.360687925245]]","{'head': ['Citruses', 'Tuberose'], 'heart': ['Mandarin Orange', 'Rose', 'Grapefruit'], 'base': ['Floral Notes', 'Sandalwood']}",4.11,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Nadhra-39295.html
Highness White Afnan for men,Afnan,"[['amber', 100.0], ['musky', 80.000239429201], ['animalic', 73.500275343581], ['white floral', 69.9999401427], ['ozonic', 58.50003591438], ['powdery', 58.000167600441], ['aquatic', 50.99991619978], ['leather', 50.000179571901], ['balsamic', 47.99986831394], ['woody', 47.00013168606]]","{'head': ['Violet Leaf', 'Patchouli', 'Oakmoss'], 'heart': ['Ambergris', 'Jasmine'], 'base': ['Musk', 'Birch', 'Amber']}",4.0,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-White-78111.html
Inara White Afnan for women and men,Afnan,"[['woody', 100.0], ['vanilla', 91.25], ['amber', 86.875], ['fruity', 65.0], ['powdery', 61.28125], ['sweet', 59.75], ['white floral', 51.875]]","{'head': ['Fruits', 'Jasmine'], 'heart': ['Vanilla', 'Cedar'], 'base': ['Amber', 'Woodsy Notes']}",4.2,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Inara-White-78545.html
Supremacy Incense Afnan for men,Afnan,"[['amber', 100.0], ['smoky', 85.794398261275], ['fresh spicy', 67.558417956998], ['woody', 62.994695416201], ['warm spicy', 60.366654796842], ['oud', 58.64800648338], ['balsamic', 56.692125394467], ['aromatic', 53.293937793932], ['leather', 51.337626935498], ['patchouli', 47.584019941306]]","{'head': ['Oregano', 'Spices', 'Herbal Notes', 'Bergamot'], 'heart': ['Opoponax', 'Amber', 'Labdanum'], 'base': ['Smoke', 'Agarwood (Oud)', 'Leather', 'Patchouli']}",4.04,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Incense-64372.html
Portrait - Revival Afnan for women and men,Afnan,"[['sweet', 100.0], ['warm spicy', 81.948484043058], ['cinnamon', 59.021367683633], ['honey', 58.092760997095], ['woody', 56.351498870389], ['amber', 45.671691378885], ['fruity', 45.091270669983]]","{'head': ['Cinnamon', 'Honey', 'Saffron', 'Incense'], 'heart': ['Tonka Bean', 'Praline', 'Oak'], 'base': ['Dates', 'Caramel', 'Sandalwood', 'Dark Chocolate']}",4.39,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Portrait-Revival-92431.html
Naseej Al Khuzama Afnan for women and men,Afnan,"[['white floral', 100.0], ['musky', 92.999718600507], ['leather', 68.500140699747], ['oud', 65.0], ['amber', 65.0], ['powdery', 63.250164149705], ['warm spicy', 59.750023449958], ['soft spicy', 57.999718600507], ['animalic', 56.249882750211], ['sweet', 52.75021104962]]","{'head': ['Orange Blossom', 'Gardenia', 'Pink Pepper'], 'heart': ['Saffron', 'Suede', 'Agarwood (Oud)'], 'base': ['Musk', 'White Amber']}",3.0,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Khuzama-78622.html
9pm Afnan for men,Afnan,"[['vanilla', 100.0], ['amber', 63.176671145548], ['warm spicy', 59.747545000917], ['fruity', 55.930176807288], ['cinnamon', 55.34263441083], ['sweet', 54.837546835878], ['lavender', 52.169988339124], ['fresh', 50.436779704157], ['powdery', 50.40238899971], ['aromatic', 50.331121515795]]","{'head': ['Apple', 'Cinnamon', 'Wild Lavender', 'Bergamot'], 'heart': ['Orange Blossom', 'Lily-of-the-Valley'], 'base': ['Vanilla', 'Tonka Bean', 'Amber', 'Patchouli']}",4.42,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9pm-65414.html
Supremacy Noir Afnan for women and men,Afnan,"[['woody', 100.0], ['aromatic', 78.226995233564], ['green', 53.741447047951], ['leather', 48.004060802782], ['patchouli', 44.883297444699], ['conifer', 44.763476447799], ['citrus', 44.403376111372]]","{'head': ['Spruce', 'Bergamot', 'Violet'], 'heart': ['Pine Tree', 'Leather', 'Lavender'], 'base': ['Patchouli', 'Labdanum']}",4.03,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Noir-40683.html
Cherry Bouquet Afnan for women,Afnan,"[['cherry', 100.0], ['sweet', 81.266887946067], ['fruity', 80.668347086337], ['almond', 67.212585763876], ['nutty', 60.248749191932], ['woody', 53.720318772714], ['vanilla', 48.860121359619]]","{'head': ['Black Cherry', 'Sour Cherry', 'Cherry Liqueur', 'Almond'], 'heart': ['Raspberry', 'Plum', 'Damask Rose', 'Jasmine Sambac'], 'base': ['Vanilla', 'Patchouli', 'Vetiver', 'Cedar', 'Cloves']}",4.14,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Cherry-Bouquet-92435.html
Naseej Al Ehsaas Afnan for women and men,Afnan,"[['oud', 100.0], ['citrus', 78.533484906924], ['fresh spicy', 55.666714033414], ['woody', 55.666714033414], ['rose', 54.500071050121], ['white floral', 53.333428066828]]","{'head': ['Bergamot', 'Mandarin Orange'], 'heart': ['Rose', 'Lily-of-the-Valley'], 'base': ['Agarwood (Oud)', 'Dry Wood']}",5.0,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Ehsaas-78626.html
Colonia Intensa Acqua di Parma for men,Acqua di Parma,"[['citrus', 100.0], ['fresh spicy', 80.630661425397], ['aromatic', 73.666098927976], ['warm spicy', 68.620277111487], ['woody', 59.424265819577], ['fresh', 55.022424696044], ['leather', 52.068611908368], ['herbal', 48.019908179563], ['amber', 46.211729206325]]","{'head': ['Calabrian bergamot', 'Ginger', 'Cardamom', 'Sicilian Lemon'], 'heart': ['Neroli', 'Artemisia', 'Myrtle'], 'base': ['Leather', 'Cedar', 'Benzoin', 'Musk', 'Patchouli']}",4.25,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-1684.html#cc2668612
9am pour Femme Afnan for women,Afnan,"[['citrus', 100.0], ['fruity', 94.944496455798], ['musky', 71.805815612322], ['amber', 68.888758860506], ['sweet', 67.527751772101], ['powdery', 58.583489367393], ['fresh spicy', 51.097365253444], ['animalic', 47.840154250814], ['aromatic', 44.097287236414]]","{'head': ['Bergamot', 'Grapefruit', 'Mandarin Orange'], 'heart': ['Raspberry', 'Black Currant'], 'base': ['Musk', 'Amber', 'Orange']}",4.03,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9am-pour-Femme-78541.html
Naseej Al Kiswah Afnan for women and men,Afnan,"[['woody', 100.0], ['amber', 70.384676220303], ['leather', 56.922906583151], ['oud', 56.922906583151], ['patchouli', 56.922906583151], ['animalic', 48.846287684667], ['vanilla', 48.846287684667], ['warm spicy', 48.846287684667]]","{'head': ['Patchouli', 'Tonka Bean', 'Amber'], 'heart': ['Woodsy Notes', 'Cedar'], 'base': ['Amber', 'Leather', 'Agarwood (Oud)']}",3.33,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Kiswah-78627.html
Turathi Purple Afnan for women,Afnan,"[['warm spicy', 100.0], ['fruity', 89.449391980471], ['patchouli', 76.66696803942], ['sweet', 65.91293341169], ['earthy', 65.710410921749], ['woody', 65.304461823607], ['fresh spicy', 60.434880882419], ['mossy', 54.347904705936], ['fresh', 52.116088784413], ['aromatic', 50.289769901903]]","{'head': ['Red Fruits', 'Cardamom', 'Black Pepper'], 'heart': ['Pineapple', 'Jasmine'], 'base': ['Patchouli', 'Moss', 'Vanilla']}",4.35,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Turathi-Purple-84402.html
Paris Oud Afnan for women and men,Afnan,"[['amber', 100.0], ['citrus', 100.0], ['woody', 79.0], ['powdery', 72.0], ['sweet', 69.083063289465], ['vanilla', 64.416705244362], ['aromatic', 59.166589511276], ['fruity', 53.333179022551], ['yellow floral', 47.499768533827], ['animalic', 44.583294755638]]","{'head': ['Orange', 'Lemon', 'Black Currant'], 'heart': ['Amber', 'Woody Notes', 'Ylang-Ylang'], 'base': ['Tonka Bean', 'Powdery Notes', 'Musk']}",3.96,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Paris-Oud-84401.html
Zimaya Wujood Afnan for men,Afnan,"[['vanilla', 100.0], ['fresh spicy', 79.518578237681], ['warm spicy', 75.24071088116], ['amber', 74.07398219844], ['powdery', 67.592477748049], ['musky', 58.518288829432], ['balsamic', 55.718470743189], ['aromatic', 53.981607810479], ['sweet', 46.851828882943], ['metallic', 44.259144414716]]","{'head': ['Vanilla', 'Black Pepper', 'elemi'], 'heart': ['Olibanum', 'Saffron', 'Musk'], 'base': ['Vanilla', 'Amber']}",4.65,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Zimaya-Wujood-90227.html
Supremacy In Heaven Afnan for men,Afnan,"[['citrus', 100.0], ['woody', 97.119413845884], ['fruity', 79.144292775952], ['green', 70.703648407899], ['musky', 64.855970692294], ['powdery', 63.415677615236], ['fresh spicy', 58.950769076356], ['aromatic', 53.131633754046], ['floral', 46.851868115324], ['soft spicy', 45.123516422854]]","{'head': ['Bergamot', 'Mandarin Orange'], 'heart': ['Green Tea', 'Black Currant'], 'base': ['Musk', 'Woodsy Notes', 'Sandalwood']}",4.06,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-In-Heaven-70703.html
Souvenir Blooming Bliss Afnan for women,Afnan,"[['vanilla', 100.0], ['woody', 86.526734280964], ['sweet', 79.941879196361], ['coconut', 77.612214389732], ['powdery', 76.092632447131], ['caramel', 71.533886619328], ['musky', 61.403791383688], ['balsamic', 47.981043081562], ['lactonic', 46.663981854969], ['citrus', 44.587355181257]]","{'head': [], 'heart': ['Coconut', 'Caramel', 'Palo Santo'], 'base': ['White Musk', 'Sandalwood']}",4.02,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Souvenir-Blooming-Bliss-94921.html
Naseej Al Ward Afnan for women and men,Afnan,"[['rose', 100.0], ['oud', 92.499941741238], ['fruity', 67.499883482476], ['musky', 61.249766964952], ['warm spicy', 60.625], ['sweet', 59.375058258762], ['woody', 53.749708706189], ['floral', 48.749941741238], ['patchouli', 48.749941741238], ['powdery', 48.124766964952]]","{'head': ['Rose', 'Raspberry', 'Saffron'], 'heart': ['Agarwood (Oud)', 'Patchouli'], 'base': ['Rose', 'Musk', 'Cedar']}",2.83,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Ward-78624.html
L'Aventure Al Haramain Perfumes for men,Al Haramain Perfumes,"[['citrus', 100.0], ['aromatic', 65.227633961579], ['woody', 64.11472238087], ['musky', 52.415979315261], ['fresh spicy', 49.749144407992], ['white floral', 46.280244568706], ['powdery', 46.02270362647]]","{'head': ['Lemon', 'Bergamot', 'elemi'], 'heart': ['Woody Notes', 'Jasmine', 'Lily-of-the-Valley'], 'base': ['Musk', 'Patchouli', 'Amber']}",4.18,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/L-Aventure-40405.html
LOULOU Rose Al Haramain Perfumes for women,Al Haramain Perfumes,"[['citrus', 100.0], ['floral', 93.805370738523], ['rose', 85.752094194112], ['fresh', 85.132975940618], ['fruity', 73.362835671158], ['tropical', 72.123737482536], ['aromatic', 50.442535067365], ['white floral', 48.583887784432]]","{'head': ['Litchi', 'Bergamot', 'Pitahaya', 'Nutmeg'], 'heart': ['Rose', 'Peony', 'Vanilla'], 'base': ['Lemon', 'Jasmine', 'Musk', 'Amber']}",4.4,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/LOULOU-Rose-100189.html
Royal Musk Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['white floral', 100.0], ['musky', 94.615820397857], ['powdery', 91.384972726243], ['iris', 78.461582039786], ['beeswax', 77.384632815914], ['yellow floral', 73.076835920429], ['honey', 65.538757870543], ['animalic', 65.0], ['woody', 62.846101552257], ['sweet', 58.000113303443]]","{'head': ['Ylang-Ylang', 'Pepper', 'Bergamot'], 'heart': ['Orris', 'Lily-of-the-Valley', 'Jasmine'], 'base': ['Musk', 'Beeswax']}",3.94,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Royal-Musk-70384.html
Floral Fair Al Haramain Perfumes for women,Al Haramain Perfumes,"[['white floral', 100.0], ['rose', 65.897248701529], ['woody', 61.858899480612], ['fresh spicy', 61.858899480612], ['tuberose', 61.410275129847], ['citrus', 51.538349220917], ['fresh', 48.397248701529], ['floral', 48.173119042156], ['musky', 47.948624350764], ['animalic', 47.051375649236]]","{'head': ['Rose', 'Ginger', 'Bergamot'], 'heart': ['Tuberose', 'Jasmine', 'White Flowers'], 'base': ['Oak', 'Musk', 'Patchouli']}",3.36,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Floral-Fair-99984.html
Urbanist Femme Al Haramain Perfumes for women,Al Haramain Perfumes,"[['fruity', 100.0], ['citrus', 82.019551575163], ['sweet', 78.74018479392], ['fresh', 68.90164296301], ['musky', 63.925640944783], ['powdery', 57.310397023115], ['tropical', 54.313582037779], ['white floral', 48.093910630381], ['patchouli', 45.832171801583], ['amber', 44.701081643594]]","{'head': ['Pineapple', 'Apple', 'Lemon', 'Orange'], 'heart': ['Jasmine', 'Iris'], 'base': ['Musk', 'Patchouli', 'Amber']}",3.41,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Urbanist-Femme-53249.html
Vintage Classic Al Haramain Perfumes for men,Al Haramain Perfumes,"[['musky', 100.0], ['ozonic', 91.971712345027], ['powdery', 88.459034972853], ['aquatic', 75.663197714933], ['aromatic', 63.118227694947], ['soft spicy', 58.100346895173], ['leather', 58.100346895173], ['warm spicy', 57.09687794344], ['woody', 53.8350678092], ['green', 53.8350678092]]","{'head': ['Pink Pepper', 'Carrot Seeds', 'Mandarin Orange', 'Elemi resin', 'Black Pepper'], 'heart': ['Violet Leaf', 'Cinnamon', 'Artemisia'], 'base': ['Suede', 'Musk', 'Sandalwood', 'Vetiver', 'Vanilla']}",4.21,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Vintage-Classic-48765.html
Madinah Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['rose', 100.0], ['warm spicy', 78.769376076449], ['floral', 78.448913828546], ['woody', 72.128340463359], ['powdery', 63.384465803656], ['white floral', 49.743430190566], ['metallic', 47.436024223568]]","{'head': ['Rose', 'Geranium', 'Davana', 'Orange', 'Bergamot'], 'heart': ['Rose', 'Saffron', 'Sandalwood', 'Orchid', 'Jasmine', 'Cedar', 'Cloves'], 'base': ['Sandalwood', 'Musk', 'Floral Notes', 'Amber', 'Cedar', 'Cashmeran']}",4.11,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Madinah-19946.html
Amber Oud Gold Edition Extreme Pure Perfume Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['sweet', 100.0], ['woody', 73.815513869441], ['amber', 65.174568641292], ['fruity', 61.465288787567], ['powdery', 53.653443347644], ['musky', 51.820270098249], ['ozonic', 50.162070521796], ['vanilla', 49.202145510513], ['citrus', 49.202145510513], ['fresh', 48.590952750165]]","{'head': ['Bergamot', 'Green Notes'], 'heart': ['Sweet Notes', 'Melon', 'Pineapple', 'Cedar', 'Amber'], 'base': ['Woodsy Notes', 'Myrrh', 'Musk', 'Vanilla']}",4.12,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amber-Oud-Gold-Edition-Extreme-Pure-Perfume-78612.html
Husna Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['citrus', 100.0], ['powdery', 84.330938711276], ['green', 77.347871069274], ['aromatic', 74.793227056801], ['rose', 67.469472211698], ['violet', 64.063110191473], ['woody', 60.656748171247], ['musky', 57.250386151021], ['amber', 57.250386151021], ['floral', 56.569521755603]]","{'head': ['Lemon', 'Violet', 'Mandarin Orange'], 'heart': ['Mint', 'Rose', 'Jasmine'], 'base': ['Musk', 'Amber', 'Sandalwood']}",3.36,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Husna-40168.html
Mena Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['woody', 100.0], ['warm spicy', 70.154577101546], ['amber', 65.636248556362], ['aromatic', 56.090937860909], ['powdery', 54.436375144364], ['conifer', 45.908947059089], ['metallic', 44.636449946365], ['balsamic', 44.000057540001]]","{'head': [], 'heart': ['Sandalwood', 'Saffron'], 'base': ['Sandalwood', 'Amber']}",3.55,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Mena-19624.html
Basma Noir Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['citrus', 100.0], ['woody', 95.333611840535], ['fresh spicy', 82.888981724623], ['powdery', 78.222129386488], ['warm spicy', 70.444351608711], ['amber', 61.111111111111], ['rose', 61.111111111111], ['musky', 61.111111111111], ['floral', 50.22240789369], ['aromatic', 45.555555555556]]","{'head': ['Bergamot', 'Orange', 'Nutmeg', 'Ginger'], 'heart': ['Cedar', 'Sandalwood'], 'base': ['Musk', 'Amber', 'Rose']}",4.5,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Basma-Noir-48228.html
Sheikh Eau de Parfum Al Haramain Perfumes for women and men,Al Haramain Perfumes,"[['green', 100.0], ['aromatic', 88.35526746011], ['white floral', 84.952998299765], ['fresh spicy', 84.691505362281], ['fresh', 83.906454355218], ['tobacco', 77.103060423751], ['floral', 68.860024849595], ['fruity', 68.205434213968], ['citrus', 67.185211221554], ['woody', 60.093431205859]]","{'head': ['Apple', 'Citruses', 'Rosemary'], 'heart': ['Mint', 'Jasmine', 'Spices', 'Freesia'], 'base': ['Tobacco', 'Sandalwood', 'Lily-of-the-Valley']}",4.26,0,Fragrantica,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sheikh-Eau-de-Parfum-53260.html
